"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60"
"I289"," 12.23631","  0.240464789","  3.5786861","-2.62304481"," 2.596145326","-2.527421997","-1.882699967"," 0.194715928"," 0.36851860","-1.735770602","-0.474654688","-0.641693412","-1.742091782","-0.843203956","-1.51771831","-2.725191828","-0.098017244"," 0.363032151","-1.914594610","  0.971385043"," 0.7246908077","-0.811243324","-1.284327146","-2.894159341","  0.94917237"," 2.850728494","-0.222286162"," 1.067194826","-0.446730359","-0.715390031"," 0.83275422"," 0.97277218"," 1.03651965"," 2.43857849"," 1.153506062","-0.418987523","-0.323329932","-0.1911012936","-2.19210908","-2.87877992","-0.35768975","-0.4058725949","-3.040073797"," 2.048581238"," 2.34754688"," 2.046301820","-0.686489730","-3.683238995","-1.6950057252","-4.055555479"," 4.321108517","-0.5157720367"," 1.363058202","-0.232170092","-1.65219937","-0.49048440","-3.057311313","-1.740224187"," 0.44638746"," 1.72933520"
"I461","-14.29658"," -1.209234601"," -3.6803589","-2.04090907"," 1.012965147","-1.871825789","-4.928247946","-2.176809461"," 2.94483049"," 4.090812781"," 1.105575252","-3.011390817"," 0.010304931","-3.038617588"," 1.21436523","-0.361144341"," 0.235458692","-0.508792740"," 0.132801219"," -2.752583108"," 0.5116146802"," 0.795055183"," 1.082978111"," 3.344917657","  1.34483284"," 1.420364218"," 1.451179736"," 3.532592230","-2.934692663"," 0.438223083","-1.03846899","-0.59801884"," 0.89227552","-3.11271859","-0.216901884"," 2.429788953"," 1.291853501","-0.1920556384","-0.15811837"," 1.25995030"," 0.80673979","-1.5114536510"," 0.655944237"," 1.094152375"," 1.95658357"," 3.403435639","-0.915707894"," 0.986247353","-1.5192709149"," 1.927057776","-0.844108144"," 0.2791288436"," 0.649351999","-0.114641273","-0.31519240"," 0.68183542","-0.567862751","-1.064359911"," 0.41314633"," 0.08810181"
"I111","-14.64096","-11.260658568","  6.5939816","-2.30263864"," 4.218963642"," 0.193087602"," 3.701636536"," 0.105401173"," 1.12569325"," 1.596537353"," 1.619213585"," 1.624203024","-0.861639622","-2.327161895","-1.23382656"," 0.389147071","-0.347130610","-2.005682744","-0.982851398","  0.607934281","-0.5518876093"," 0.540886472","-0.287308425","-1.461035527"," -1.70396166","-0.344806761"," 1.322543567","-0.022001419","-3.085572027","-1.524895280","-1.43831870"," 1.32650956","-2.61168802"," 1.67197096"," 2.657660772","-0.658564703"," 1.513931487","-0.4484328110"," 1.07152514"," 1.01448882","-3.09979772","-0.8083409329","-1.074144974","-4.695809878"," 1.21137857"," 3.777645045","-0.380036945","-3.299076582","-4.3256790225","-1.370702688","-0.839380296"," 4.2307883872","-3.181745419","-0.031669785","-6.01194565","-9.16659342","-1.850211491"," 2.121932010","-3.78048617","-3.75951784"
"I041"," 14.98032","  3.748316854"," 12.1621343"," 2.09896166"," 1.056607795","-0.761091169"," 4.704041180"," 3.197070143","-1.98261829","-4.000076370"," 4.948418257","-1.364600013"," 0.281984495","-3.802730526"," 0.11656336"," 3.473537795","-1.254215256"," 0.622484035"," 0.270278481","  1.935183184","-3.0242536421"," 4.553127315"," 0.043617508"," 1.946318676"," -0.31145680","-1.991513028","-0.759301279","-2.715644334","-0.471278504"," 0.049490996","-0.70688370","-0.58340254","-1.04789386","-2.06498105"," 1.196360296","-1.132314830","-0.160974825"," 2.3976716870"," 0.47896165","-0.82269211"," 0.09861575","-0.2482162042"," 1.938992563","-3.503306929","-0.06680622"," 0.110545339"," 0.504943867","-1.565766790","-0.9108508081"," 1.465370166"," 2.081420681","-0.0794426891","-1.737572887","-0.438328162"," 0.61498181"," 2.45583191","-2.209606004","-1.892285711"," 1.78004983","-0.20031948"
"I207","-14.60995","  1.909968975"," -0.8432097","-0.43787527"," 1.845172587","-0.674464707"," 0.001017383","-1.374685009"," 0.03421170"," 0.334176200"," 2.525293399"," 0.271461618","-2.934960509","-0.144048021"," 0.77687815","-0.799819425"," 1.530338435"," 0.787654803"," 1.187990024"," -0.491189037","-0.3605453929"," 0.684900558"," 0.321615111"," 0.637142773","  1.21299727","-0.825749380"," 0.493712315","-1.010960200","-0.433463962","-1.048355573"," 0.53318759","-0.67572306"," 0.64100974","-0.14423906"," 1.210498767"," 0.005420184"," 0.427679973","-1.9588573508","-0.17251682"," 1.41024539","-0.96175524","-2.6117345596"," 0.387173473","-0.295501804"," 0.72341681","-2.097085003"," 0.914101471"," 0.666841002","-0.2318750309","-0.453110552","-0.571614186"," 1.3724056135","-0.969629055"," 0.810906691"," 0.74444254","-1.41305918"," 1.236921403","-1.307625842","-0.54380031","-1.49497299"
"I379","-14.29679","  3.200008761"," 11.4670788"," 1.24229186"," 3.371711437"," 6.883618073"," 0.102663725"," 0.109733340","-2.97006060"," 2.544690531","-0.578121760","-2.893139220"," 4.313312334","-2.703240765","-5.23135732"," 3.413825855"," 7.891593583","-6.917362348","-3.107953935","  4.209846178","-6.3519036529","-7.516399413","-0.620944380","-1.017578615","  5.90764761","-2.630213760","-1.104260075","-2.338165893","-1.294983629","-5.630526920","-0.25011762"," 0.01718798"," 6.48273429"," 2.65415526","-4.782848700"," 4.366416928"," 0.376265237","-1.1880682625","-2.32500961"," 1.09001717"," 0.88969445","-0.4344298194","-0.726015533"," 1.104512443","-1.87222433","-2.758730906"," 2.137138925"," 1.489484414","-0.0814492302"," 0.149824762","-1.339944587"," 3.1253204126","-0.994884474","-2.477946757","-1.97817830"," 1.09303600","-2.011456252","-1.175426358","-0.35370396"," 1.60567444"
"I052"," 14.09246","  2.837065809","  7.5256033"," 8.64996335","-9.192986874"," 4.598799681","-3.261570272","-2.095710996","-4.16613160"," 2.402391722"," 8.310302103","-0.343122743","-6.762799143","-0.432611359"," 2.94698582"," 0.354944904"," 5.410926320","-0.265105449","-5.529360211","  4.660128831"," 9.1748440565","-1.091444855"," 1.416057586","-1.780148586"," -2.18508417"," 2.682509389"," 0.966827536"," 3.217330043"," 2.389359822","-1.767937390","-4.32290770","-0.51572855","-1.62135720","-0.69456652","-0.779571881","-0.682467739"," 4.678969420"," 0.8321070920","-1.19637678"," 1.44018613","-0.23143819"," 3.3327240727","-5.869501293","-0.540929851"," 2.63911965","-0.961919255"," 0.392627732"," 2.411930288","-2.1603234339","-1.680863824"," 0.840947925","-2.4754113188","-0.894275615","-1.194459783","-0.69956104"," 1.02406956"," 2.913744519"," 0.399283476","-0.39970308","-1.41574828"
"I069"," 14.47616"," -8.460221372","  1.0822435","-0.55102178","-2.257005619","-1.992637807"," 2.020886028"," 4.119908496"," 0.09619953","-0.713698177"," 0.401662076","-2.561007878","-0.761438059"," 0.945403075"," 0.05037588","-2.337368728"," 1.655461549"," 0.429444845"," 2.926415153","  1.564727085"," 0.3362446496","-0.422025834"," 0.551254420"," 0.378458030","  0.02216681","-0.529475164","-0.790242900"," 0.708681526"," 1.386530731","-2.105526555","-1.11347735"," 1.58461367"," 1.86469891"," 0.10693235"," 2.704805622","-2.427270065"," 0.626902782","-0.6822826753"," 1.66869310","-0.55587288","-0.08644130"," 0.0118260731","-0.085905892"," 1.193569825"," 1.09196027","-0.296791935"," 0.846280958"," 0.778472573"," 1.1076307759"," 1.714985462","-1.221636979","-1.9043258987","-4.346843650"," 0.041290636","-0.38828221"," 0.76467176"," 0.081964822"," 1.415266456"," 0.69665653"," 2.97334738"
"I266"," 13.57961","  2.060742698"," -4.4983714"," 3.76333330"," 1.697577688","-2.805605730"," 1.991243711"," 1.463508304","-1.80291614","-1.122888389","-2.871442959","-2.379453051","-1.236503168"," 3.363622505"," 1.31183734","-0.484079870"," 2.611463707"," 3.083512319"," 1.238575112"," -0.175477276"," 6.1494009576","-1.904993774","-0.112904582"," 2.116105287"," -3.43436918"," 1.393759698","-1.169516410","-3.643739398","-3.658008397"," 0.028775000"," 1.76126192"," 2.30393510"," 6.08430713"," 0.98051666","-1.489296476"," 3.913309179","-4.782728489","-2.9219267742","-5.06939151"," 2.54063406"," 4.11173084"," 1.0958715945","-0.860407472","-2.676647585","-1.14370173"," 2.642114674"," 0.228342814","-4.213579292","-0.2842200005"," 1.967486416","-1.637291117","-0.5608629832"," 0.753411692","-0.194317234"," 0.39279022","-0.46670071"," 2.029180060"," 2.194687696"," 1.20224083","-2.96142007"
"I060"," 13.72062"," -2.792742319"," -3.2259829"," 0.54315364","-1.946400763","-1.983235488"," 1.660867459"," 2.342654713"," 0.59524217","-1.053839883"," 2.376508953","-0.329597046","-0.287265873","-1.594653070","-1.60820292","-2.703227610"," 0.335515770"," 1.549053998"," 0.675064849","  0.808983391"," 1.8035580867","-1.633019856"," 1.905225397"," 0.538855664","  3.38866193"," 2.350366466"," 1.479967910"," 0.319291951"," 3.592900268","-0.230650239","-2.09110371"," 0.83999874","-0.21224890","-2.69866100"," 0.415742063"," 2.558627735","-4.047669315"," 0.8086729699"," 1.77290398","-3.07547800","-0.02336262","-5.7432025292"," 0.622200463","-0.418981963","-3.64239688","-0.146054510","-3.152057904"," 2.246953233"," 1.6729654056"," 2.271714723"," 2.229297042","-1.2404350352","-2.791431400","-2.298146671"," 0.75109258","-1.73354497"," 1.474330829"," 3.389775003","-0.82103725","-2.19032952"
"I319","-14.17601"," -4.315665553","  7.2006342"," 5.06691992","-1.252007157","-1.265485787"," 0.138445700","-2.510133893","-0.95266802","-0.980760848","-2.076356295","-1.082657503"," 0.644217278"," 0.808083248","-1.13876867"," 0.552869690","-0.005514041","-0.556883569"," 1.562156611"," -0.092898489"," 1.2604817175"," 0.258451755","-1.543920676"," 0.041199752"," -0.18261406"," 1.886595390","-0.697897626","-0.823795356","-1.468065493"," 1.203491111","-0.49004092"," 0.66180410","-1.26008627"," 0.17233176","-2.253457775","-1.513636702"," 0.679795660","-0.0620961462","-0.72013849","-0.82340927"," 0.45432476"," 0.0965768410"," 0.460669314","-0.369909216","-1.96674502"," 0.009077581","-2.518706761"," 2.253625205"," 0.8426853373","-1.868622306","-0.005640573","-0.4775122831","-1.731495807","-0.770477257"," 0.72811792"," 1.08995455"," 1.022943072","-1.206630547"," 0.48881372","-0.66379579"
"I432"," 14.53201"," -4.545198577","  3.9164838","-2.16625032","-3.036619351","-3.120107300"," 1.260294260","-0.501880810","-3.29304266"," 1.262802180","-1.545349629"," 3.581619776"," 3.196268605","-2.419787079"," 1.25879578","-0.226167732"," 0.646545594"," 2.151268020","-1.228581883","  0.745853302"," 0.2425394674"," 1.294420271"," 1.259039915"," 0.077544050","  1.39458402"," 0.582400891","-0.002738339"," 1.204291423","-0.149055071"," 1.325788602"," 0.57507627","-0.27328596","-0.50607137","-1.47010998","-0.462753659"," 3.193021930"," 2.214847745","-2.1100904488","-1.56438822"," 0.04809849","-0.36837440"," 1.3669939220"," 1.134959925"," 0.075308863","-1.97152650"," 0.152951148","-0.780282921"," 0.593652513"," 0.2989490439","-1.401093570","-0.572710637"," 1.0180257085"," 1.706523188","-1.643809762"," 0.37295305","-1.19939179"," 0.920893143"," 0.851822379","-0.59943922","-0.44295850"
"I279","-14.10371"," -4.842502808","  4.1545843","-2.64286065","-1.034971068","-2.005421730","-1.023077297"," 0.876167992"," 5.80050722","-2.561371650"," 3.086911364","-0.453536649"," 2.544695858"," 0.066250625"," 2.01914752"," 4.923397717"," 1.115621203","-0.745839839","-2.796038880","  0.793282510"," 0.3139042284","-0.762411370"," 0.636506779","-0.985817733"," -1.36336425"," 1.638491194"," 2.838748658","-0.233716080"," 1.778779560"," 1.176004556"," 1.25639013"," 0.35917610"," 0.45367892"," 2.05495514"," 0.110939626","-0.601909849","-3.458737549","-0.3284135473"," 1.57172460","-0.03867305"," 1.41508946","-0.4347779732","-0.063665021","-0.257356415"," 1.53554817"," 1.326903016","-0.867814992"," 0.744058941"," 0.5631591616"," 0.913528942","-1.573016454"," 1.6898256663"," 0.653309839"," 0.364535899"," 0.54300434","-0.36658475","-0.388241251","-0.551577000","-0.25109700"," 0.63629102"
"I262"," 14.33526","  4.449969505","  0.5679580"," 4.56456519","-3.604991710","-0.485280849","-0.072938668","-0.858292449"," 2.73327656","-0.393405860","-0.098088913","-1.393967427","-1.896889677","-0.868676437"," 0.30883560","-0.901101644"," 1.698743720","-0.554292067"," 1.430319580"," -1.449243977","-1.1570338990"," 0.994902768"," 1.175011066","-2.246025158","  0.83300104","-0.285829826"," 1.027007161","-1.134486015","-0.268017424"," 1.440959356","-0.43152345","-0.29179582","-0.23429399"," 0.51709798","-0.261444391"," 0.991953530"," 0.461696283","-0.9930884400"," 0.04165148","-1.41158573"," 1.96206578","-0.7014120779"," 0.901059677","-0.744393080"," 1.98905545","-1.303811056","-2.213890635"," 0.162163745","-1.8007853792","-0.196851619","-1.332859377"," 1.8535669091","-0.058387975"," 0.119421734"," 0.33409255","-0.44358955"," 0.354230400"," 1.164418448"," 0.22429829"," 0.43892493"
"I377","-14.12483"," -6.633245773"," -1.7820211","-4.92338302","-3.487897915"," 3.921828625","-0.123223560","-1.905173218","-1.04168245","-0.309847741"," 1.158191331","-0.376920916"," 2.138954624","-0.284650566","-1.24230100"," 0.133146646","-1.542633470","-0.534884394","-0.180070547"," -2.220806026"," 0.2788637676"," 0.926218888"," 1.196354957"," 1.019536172"," -0.54500315"," 1.087338452"," 0.135380481","-0.078697407"," 0.136353425","-1.826517839","-0.40710179"," 1.40104180","-2.10536301","-1.07598019","-0.196017489"," 0.672061832","-1.001321760","-3.3317408283","-0.19087897","-0.36653945","-0.58533348"," 0.3019725683","-0.751687381","-0.218505937"," 2.25691356","-0.576235628"," 1.608617708","-1.841948791"," 3.4605441724"," 0.594656643","-0.675661800","-1.4493881711","-0.070751775","-1.246829360","-0.07772017"," 0.20837298"," 1.037770934","-0.774879826","-0.07626778","-0.97263841"
"I141"," 13.99163"," 13.431104688","  6.3753251","-4.43590775","-2.018782754"," 0.204676334","-1.172700405"," 0.020055000"," 0.36283453","-6.089850629","-1.121686641","-1.825698270","-1.658963431"," 0.342409303"," 7.67527991","-4.482003298","-3.584261005","-8.068055513","-3.011381102"," -0.096650717","-2.7662308826"," 0.758762537"," 0.932834110","-0.101804030"," -4.18177229","-1.633477939","-0.341746807"," 0.719504203"," 0.808131197","-5.354170237"," 3.61562687","-0.22183832","-1.06342242","-2.40346311","-0.233953449","-0.342199576","-0.545718379"," 1.9548636133","-0.85824619"," 0.56010424"," 2.27508990"," 0.3748158926"," 0.374469936","-0.578541077","-3.33657322","-0.422159377"," 0.450693437"," 1.963775048"," 0.7408513658","-1.849202910"," 0.268504316"," 0.3173810920","-0.031742106","-1.020577812","-1.58978817"," 0.27865681"," 1.333623777"," 1.511124327","-0.13360967","-3.60115332"
"I323","-13.95695","  4.647299385","  2.6042921"," 3.75753711","-0.528536908","-0.541197442"," 1.925506624","-2.749702896"," 1.09026940","-0.808203958","-0.907921897","-2.552538492","-0.103141515"," 1.300004418","-0.12666084","-1.265063728","-0.854410082","-0.167116499"," 0.340239770","  0.929117087","-1.4172593332"," 3.551582037","-1.723151082","-0.092442242"," -2.27294355"," 0.368628584"," 1.109808587"," 0.969118209"," 1.490435104"," 0.608907609","-1.05496357"," 1.67480267"," 0.15692478"," 1.32778597"," 1.112795840"," 0.924626542"," 0.502973136","-1.3140351589"," 0.33699168","-0.17865285"," 0.79072527"," 0.4254799036"," 1.785291670","-0.698440757"," 0.03674504","-0.422463619","-2.000880496"," 0.606182386","-1.4341148443"," 1.099675767","-2.462987191"," 1.4633786221"," 0.063580392","-1.014939374","-0.65218969"," 1.20550919"," 1.352843843","-0.391119610","-0.87075972","-0.82288383"
"I147","-14.29689"," -0.551127521","  1.2469938","-3.22113992","-0.489603467"," 2.003614107"," 2.266432618"," 0.457030533","-1.72751472"," 0.728961266","-2.220289531","-0.480899711","-0.250132425","-1.691890343","-0.96229370"," 1.239747749","-0.831460106","-1.349762887"," 0.778264808"," -0.207140214"," 1.6843059913"," 0.737473540"," 0.540913930","-0.991400576"," -0.57683109"," 0.249399472","-0.820501629"," 1.022705393","-1.910713278"," 1.508995877"," 0.45373326","-0.67066508","-1.24104707","-0.88294513","-2.819569243","-0.432998551","-1.179713992"," 1.2775740915","-2.71045531","-0.80891193"," 0.90990261","-3.4609244117"," 1.359377598","-1.854571711"," 1.56548105","-1.587993544","-1.124521708"," 1.480403534"," 1.9906985063","-0.866312670"," 0.111400291","-2.3316267559"," 0.217257020","-1.102056880","-3.26269917","-1.42195859"," 0.025826276","-2.089146524"," 1.40011599"," 0.61645190"
"I354"," 13.21379","  2.882785426","  3.2058406","-0.32395575","-2.172854717","-0.287009363","-1.726512700","-0.696696631","-2.68824132"," 0.481913398","-0.754273574"," 0.149990870"," 2.324071886"," 2.400360244"," 0.37501311","-0.330855148","-0.778105994","-0.237528291"," 1.475363029"," -1.427711805","-1.8773642104","-3.965166590"," 1.037225631","-1.000860365"," -0.70911496"," 2.425201042"," 2.083317555","-2.686926127"," 0.221944793"," 1.818793777","-1.33719911"," 0.98669293","-0.83942556","-2.28573282"," 0.808609216","-1.217112780","-1.389482722"," 0.2880082665"," 2.35289831"," 2.00565945"," 0.24455307","-0.3854731411"," 1.391620032"," 2.182112701"," 3.21504064","-2.534538671","-1.616702581"," 1.234121061","-0.2554383718","-0.021260235"," 0.077018067"," 1.5390222135"," 1.877620595"," 0.903980341"," 1.55783235","-0.90051039","-0.001605959"," 1.808818359"," 0.47901663"," 0.50223042"
"I280"," 14.25034","  2.750372057"," -3.4571098","-1.79853656"," 1.965681014","-1.515413901","-0.031908554","-0.107761876"," 0.34532545","-1.570570148","-1.792605954"," 0.274203074","-3.715269675","-3.533519241","-0.51923779"," 3.946600557","-1.125385822","-0.618049818","-0.207743423"," -0.878854569"," 0.3793108692"," 0.569193847","-0.662042603","-0.676365313","  0.34153688","-1.587055391"," 0.267061956"," 0.405180870","-3.109200124"," 3.201753804"," 0.52842895","-0.70579026","-0.01418807","-0.01893067","-2.765974132"," 0.125979126","-0.400898710"," 2.3938281007","-4.81810912","-1.49505588"," 0.77057803","-3.4771363654"," 1.311549613","-1.967814185"," 3.12235225","-2.185210267","-1.229508776"," 1.326401980"," 3.0794965187","-1.493703216","-0.152193977","-0.7641017935"," 1.113918149","-1.996966543","-4.70841581","-2.85293233"," 1.861355788","-1.796238375"," 3.00087314"," 0.60704691"
"I182","-15.18961"," -5.624364287","  0.6305031"," 0.52929066"," 6.948567337"," 1.965585614","-1.131244829"," 7.603310934","-9.83158255","-1.702035753"," 4.045244755"," 4.270473438"," 0.116023661","-7.939231502"," 3.71259636"," 0.369471139","-3.607863436","-0.556519139"," 5.462024102"," -0.783463910","-2.7329855127","-5.297019843"," 0.060866356","-0.291693413","-11.03718049"," 0.260055844"," 5.840421171","-3.470788227"," 4.019101939"," 0.739461409","-3.36717047","-0.98832888"," 3.42651273"," 3.59584213","-1.090022608"," 2.720137661"," 1.403442452","-2.0688759959"," 0.89534501"," 0.49623651"," 0.77227303","-2.2673305898","-2.107579581"," 3.860017687"," 0.26937588"," 0.418973921"," 1.563572921","-0.899932883"," 0.2254727942"," 0.370458493"," 1.196622129","-0.5351156601","-1.053851222"," 1.881987914","-3.14454174"," 1.40077819"," 0.166022216","-0.225893333","-1.38032769","-0.76526612"
"I190"," 13.43696"," -5.204395767"," -4.3814824"," 0.36334258","-0.473691242"," 2.356440348","-2.365870237"," 3.073114143"," 1.09119371","-1.732331113","-1.746420490"," 0.605839607","-4.058028958","-0.626550668","-0.19196339"," 4.471539929","-2.830659085","-0.004387738"," 0.192350549","  0.846879592","-0.4083111306"," 0.597913650","-1.292070653"," 0.258301055","  0.14663853","-2.451324848"," 0.073833469"," 0.107410155","-2.082510069"," 1.718419777","-0.02824426","-1.72730561","-0.50678930"," 0.64280123","-1.841007220"," 0.113022439","-0.633427032"," 3.5979334630","-2.89350040","-1.04662683"," 0.47968262","-1.6819723199","-0.032464079","-0.225730620"," 3.01063960","-1.204046722","-1.722169640"," 0.975723521"," 3.9246573213","-1.560984034","-0.905339547"," 0.7764797431"," 1.634058405","-1.694913933","-3.82814519","-2.12198079"," 2.692603725","-1.305307678"," 3.21842227","-0.25262458"
